City,Total_cases,Total_deaths,New_deaths,Active_cases,Total_tests,Date
Kentucky ,2960,148.0, ,1690,32319.0,04-20-2020
District Of Columbia ,2927,105.0,9 ,2192,14113.0,04-20-2020
Delaware ,2745,72.0,5 ,2178,16470.0,04-20-2020
Oklahoma ,2680,143.0,3 ,1003,35536.0,04-20-2020
Minnesota ,2470,143.0,9 ,1167,46850.0,04-20-2020
Oregon ,1910,74.0, ,1836,39038.0,04-20-2020
Arkansas ,1853,41.0,2 ,1074,26483.0,04-20-2020
Kansas ,1849,92.0, ,1317,18130.0,04-20-2020
New Mexico ,1845,55.0, ,1303,37042.0,04-20-2020
Idaho ,1672,45.0, ,1042,17445.0,04-20-2020
South Dakota ,1635,7.0, ,982,12062.0,04-20-2020
Nebraska ,1474,28.0, ,1424,15756.0,04-20-2020
New Hampshire ,1392,41.0, ,830,14118.0,04-20-2020
Puerto Rico ,1252,63.0,1 ,1185,11633.0,04-20-2020
Navajo Nation ,1197,44.0, ,1153,,04-20-2020
West Virginia  ,902,24.0,4 ,653,22155.0,04-20-2020
Maine ,875,35.0,1 ,426,14943.0,04-20-2020
Vermont ,816,38.0, ,778,12981.0,04-20-2020
Federal Prisons ,804,22.0, ,598,,04-20-2020
North Dakota ,627,13.0,3 ,425,14747.0,04-20-2020
Hawaii ,580,10.0, ,156,24452.0,04-20-2020
Montana ,433,10.0, ,180,11051.0,04-20-2020
Wyoming ,426,2.0, ,191,7280.0,04-20-2020
Alaska ,319,9.0, ,157,9895.0,04-20-2020
Guam ,136,5.0, ,21,605.0,04-20-2020
Grand Princess Ship ,103,3.0, ,100,,04-20-2020
United States Virgin Islands ,53,3.0, ,2,625.0,04-20-2020
Northern Mariana Islands ,14,2.0, ,3,45.0,04-20-2020
Wuhan Repatriated ,3,, ,3,3.0,04-20-2020
New York ,256272,19410.0,481 ,212975,649325.0,04-21-2020
New Jersey ,88806,4377.0, ,83158,179682.0,04-21-2020
Massachusetts ,39643,1809.0, ,29716,169398.0,04-21-2020
Pennsylvania ,34528,1564.0,216 ,32314,166851.0,04-21-2020
California ,33897,1227.0,4 ,29333,280900.0,04-21-2020
Michigan ,32000,2468.0, ,26295,118265.0,04-21-2020
Illinois ,31508,1349.0, ,29553,148358.0,04-21-2020
Florida ,27495,839.0,16 ,25970,278888.0,04-21-2020
Louisiana ,24854,1405.0,77 ,23399,141835.0,04-21-2020
Texas ,20196,517.0,12 ,14873,205399.0,04-21-2020
Georgia ,19881,799.0,24 ,19051,88140.0,04-21-2020
Connecticut ,19815,1331.0, ,18419,62806.0,04-21-2020
Maryland ,14193,652.0,70 ,12611,73635.0,04-21-2020
Ohio ,12919,509.0, ,12290,90839.0,04-21-2020
Indiana ,12097,630.0,61 ,11453,67264.0,04-21-2020
Washington ,12085,652.0, ,9651,141011.0,04-21-2020
Colorado ,10106,449.0, ,9159,47466.0,04-21-2020
Virginia ,9630,324.0,24 ,7982,58354.0,04-21-2020
Tennessee ,7238,152.0, ,3852,100689.0,04-21-2020
North Carolina ,7089,233.0,23 ,5973,83331.0,04-21-2020
Missouri ,5831,205.0, ,5079,56986.0,04-21-2020
US Military ,5575,22.0, ,4070,,04-21-2020
Rhode Island ,5500,171.0,16 ,5036,39333.0,04-21-2020
Arizona ,5251,208.0,21 ,4973,55152.0,04-21-2020
Alabama ,5156,176.0,12 ,4960,48387.0,04-21-2020
Mississippi ,4716,183.0,14 ,4533,52364.0,04-21-2020
Wisconsin ,4499,230.0, ,4075,51102.0,04-21-2020
South Carolina ,4439,124.0, ,1577,40480.0,04-21-2020
Nevada ,3937,163.0,5 ,2605,40464.0,04-21-2020
Iowa ,3641,83.0,4 ,2265,27615.0,04-21-2020
Utah ,3213,28.0, ,2506,68311.0,04-21-2020
District Of Columbia ,3098,112.0,7 ,2350,14939.0,04-21-2020
Kentucky ,3050,154.0, ,1774,32820.0,04-21-2020
Delaware ,2931,82.0,10 ,2284,16656.0,04-21-2020
Oklahoma ,2807,164.0,21 ,941,35536.0,04-21-2020
Minnesota ,2567,160.0,17 ,1153,47697.0,04-21-2020
Kansas ,2025,107.0,7 ,1478,18761.0,04-21-2020
Arkansas ,1990,42.0, ,1149,27204.0,04-21-2020
New Mexico ,1971,58.0, ,1426,38755.0,04-21-2020
Oregon ,1956,75.0, ,1881,40045.0,04-21-2020
Idaho  ,1736,48.0, ,1028,17445.0,04-21-2020
South Dakota ,1685,7.0, ,969,12062.0,04-21-2020
Nebraska ,1648,33.0, ,1593,16478.0,04-21-2020
New Hampshire ,1447,42.0, ,884,14295.0,04-21-2020
Puerto Rico ,1252,63.0, ,1185,11633.0,04-21-2020
Navajo Nation ,1197,44.0, ,1153,,04-21-2020
West Virginia ,914,26.0,2 ,663,22357.0,04-21-2020
Maine ,888,36.0,1 ,409,14943.0,04-21-2020
Vermont ,818,40.0,2 ,778,13111.0,04-21-2020
Federal Prisons ,816,22.0, ,556,,04-21-2020
North Dakota ,644,13.0, ,417,14987.0,04-21-2020
Hawaii ,584,10.0, ,151,24452.0,04-21-2020
Montana ,437,12.0,2 ,152,11241.0,04-21-2020
Wyoming ,428,2.0, ,189,7386.0,04-21-2020
Alaska ,321,9.0, ,151,10124.0,04-21-2020
Guam ,136,5.0, ,21,605.0,04-21-2020
Grand Princess Ship ,103,3.0, ,100,,04-21-2020
United States Virgin Islands ,53,3.0, ,2,625.0,04-21-2020
Northern Mariana Islands ,14,2.0, ,3,45.0,04-21-2020
Wuhan Repatriated ,3,, ,3,3.0,04-21-2020
New York ,262081,20167.0,474 ,212321,669982.0,04-22-2020
New Jersey ,92387,4753.0, ,86363,185914.0,04-22-2020
Massachusetts ,41199,1961.0, ,31120,175372.0,04-22-2020
California ,35881,1332.0,34 ,31212,300100.0,04-22-2020
Pennsylvania ,35293,1614.0, ,33029,171956.0,04-22-2020
Illinois ,33059,1468.0, ,30985,154997.0,04-22-2020
Michigan ,32967,2700.0, ,26995,121298.0,04-22-2020
Florida ,28309,893.0,26 ,26730,284206.0,04-22-2020
Louisiana ,25258,1473.0,68 ,23735,141672.0,04-22-2020
Texas ,21069,543.0,15 ,15720,205399.0,04-22-2020
Georgia ,20740,836.0,18 ,19873,94072.0,04-22-2020
Connecticut ,20360,1423.0, ,18872,64192.0,04-22-2020
Maryland ,14775,698.0,46 ,13096,76529.0,04-22-2020
Ohio ,13725,557.0, ,13048,94239.0,04-22-2020
Indiana ,12438,661.0,31 ,11763,69470.0,04-22-2020
Washington ,12282,682.0, ,9818,145031.0,04-22-2020
Colorado ,10447,486.0, ,9402,48704.0,04-22-2020
Virginia ,9630,324.0, ,7982,58354.0,04-22-2020
Tennessee ,7394,157.0, ,3409,108182.0,04-22-2020
North Carolina ,7333,261.0,20 ,6189,90336.0,04-22-2020
Missouri ,6040,224.0,4 ,5269,57960.0,04-22-2020
 Rhode Island ,5841,181.0,10 ,5367,41722.0,04-22-2020
US Military ,5575,22.0, ,4070,,04-22-2020
Alabama ,5445,193.0,7 ,5232,48387.0,04-22-2020
Arizona ,5251,208.0, ,4973,55152.0,04-22-2020
Mississippi ,4716,183.0, ,4533,52364.0,04-22-2020
Wisconsin ,4620,242.0, ,4184,52461.0,04-22-2020
South Carolina ,4608,135.0, ,1735,42441.0,04-22-2020
Nevada ,4081,172.0,9 ,2068,41534.0,04-22-2020
Iowa ,3748,90.0,7 ,2230,28244.0,04-22-2020
Utah ,3296,32.0, ,2376,72358.0,04-22-2020
District Of Columbia ,3206,127.0,15 ,2434,15502.0,04-22-2020
Delaware ,3200,89.0,7 ,2512,16553.0,04-22-2020
Kentucky ,3192,171.0, ,1899,33328.0,04-22-2020
Oklahoma ,2894,170.0,6 ,952,44489.0,04-22-2020
Minnesota ,2721,179.0,19 ,1225,49344.0,04-22-2020
Arkansas ,2262,43.0,1 ,1370,29057.0,04-22-2020
Kansas ,2210,109.0, ,1598,19101.0,04-22-2020
New Mexico ,2072,65.0, ,1478,40877.0,04-22-2020
Oregon ,2002,78.0, ,1924,40045.0,04-22-2020
Idaho ,1766,51.0, ,1005,17730.0,04-22-2020
South Dakota ,1755,8.0, ,923,12815.0,04-22-2020
Nebraska ,1722,38.0,5 ,1662,16813.0,04-22-2020
New Hampshire ,1491,42.0, ,903,15041.0,04-22-2020
Puerto Rico ,1378,67.0,3 ,1307,11633.0,04-22-2020
Navajo Nation ,1321,45.0, ,1276,,04-22-2020
West Virginia ,929,26.0, ,678,25435.0,04-22-2020
Maine ,907,39.0,3 ,413,14943.0,04-22-2020
Federal Prisons ,863,23.0, ,571,,04-22-2020
Vermont ,823,40.0, ,783,13462.0,04-22-2020
North Dakota ,679,14.0,1 ,436,15589.0,04-22-2020
Hawaii  ,586,12.0, ,137,25579.0,04-22-2020
Wyoming ,441,6.0, ,181,7623.0,04-22-2020
Montana ,439,14.0,2 ,129,11583.0,04-22-2020
Alaska ,329,9.0, ,152,11119.0,04-22-2020
Guam ,136,5.0, ,21,605.0,04-22-2020
Grand Princess Ship ,103,3.0, ,100,,04-22-2020
United States Virgin Islands ,54,3.0, ,3,688.0,04-22-2020
Northern Mariana Islands ,14,2.0, ,3,45.0,04-22-2020
Wuhan Repatriated ,3,, ,3,3.0,04-22-2020
New York ,268512,20792.0,438 ,218127,695920.0,04-23-2020
New Jersey ,99989,5368.0,305 ,93350,199686.0,04-23-2020
Massachusetts ,42944,2182.0, ,32644,180462.0,04-23-2020
California ,37787,1438.0,19 ,33012,300100.0,04-23-2020
Pennsylvania ,36892,1713.0, ,34529,171956.0,04-23-2020
Illinois ,35108,1565.0, ,32937,164436.0,04-23-2020
Michigan ,33966,2813.0, ,27881,121298.0,04-23-2020
Florida ,28832,960.0,33 ,27186,298587.0,04-23-2020
Louisiana ,25739,1599.0,126 ,24090,141858.0,04-23-2020
Connecticut ,22469,1544.0, ,20860,69918.0,04-23-2020
Texas ,21944,561.0,11 ,16577,225078.0,04-23-2020
Georgia ,21512,872.0,26 ,20609,101062.0,04-23-2020
Maryland ,15737,748.0,50 ,13949,80100.0,04-23-2020
Ohio ,14117,610.0, ,13387,97998.0,04-23-2020
Indiana ,13039,706.0,45 ,12319,72040.0,04-23-2020
Washington ,12494,692.0, ,10020,147953.0,04-23-2020
Virginia ,10998,372.0,23 ,9302,64518.0,04-23-2020
Colorado ,10878,508.0, ,9811,50645.0,04-23-2020
Tennessee ,7842,166.0, ,3664,114980.0,04-23-2020
North Carolina ,7759,275.0,10 ,6601,96185.0,04-23-2020
Rhode Island ,6256,189.0,8 ,5725,44419.0,04-23-2020
Missouri ,6188,232.0, ,5409,59266.0,04-23-2020
Arizona ,5769,249.0,20 ,5450,58697.0,04-23-2020
Alabama ,5743,201.0,4 ,5522,48387.0,04-23-2020
US Military ,5734,25.0, ,4114,,04-23-2020
Mississippi ,5153,201.0,8 ,4952,55389.0,04-23-2020
Wisconsin ,4845,246.0, ,4405,54347.0,04-23-2020
South Carolina ,4761,140.0, ,1883,43111.0,04-23-2020
Nevada ,4208,189.0,17 ,2178,42709.0,04-23-2020
Iowa ,3924,96.0,6 ,2336,29262.0,04-23-2020
Utah ,3445,34.0, ,2523,76460.0,04-23-2020
Kentucky ,3373,185.0, ,2066,36075.0,04-23-2020
District Of Columbia ,3361,139.0,12 ,2574,15930.0,04-23-2020
Delaware ,3308,92.0,3 ,2573,16912.0,04-23-2020
Oklahoma ,3017,179.0,9 ,954,47984.0,04-23-2020
Minnesota ,2942,200.0,21 ,1206,51548.0,04-23-2020
Kansas ,2443,112.0,1 ,1828,20435.0,04-23-2020
Arkansas ,2438,44.0, ,1496,31563.0,04-23-2020
New Mexico ,2210,71.0, ,1592,41232.0,04-23-2020
Oregon ,2059,78.0, ,1981,40045.0,04-23-2020
South Dakota ,1956,9.0, ,883,14065.0,04-23-2020
Nebraska ,1813,45.0,3 ,1746,17394.0,04-23-2020
Idaho ,1802,54.0, ,981,18092.0,04-23-2020
New Hampshire ,1588,48.0, ,990,16012.0,04-23-2020
Puerto Rico ,1416,69.0,2 ,1343,11633.0,04-23-2020
Navajo Nation ,1321,48.0, ,1273,,04-23-2020
West Virginia ,963,29.0, ,709,27905.0,04-23-2020
Maine ,937,44.0,5 ,408,17721.0,04-23-2020
Federal Prisons ,908,24.0, ,584,,04-23-2020
Vermont ,825,43.0,3 ,782,13852.0,04-23-2020
North Dakota ,709,15.0,1 ,425,16330.0,04-23-2020
Hawaii ,592,12.0, ,136,26362.0,04-23-2020
Wyoming ,447,6.0, ,166,7623.0,04-23-2020
Montana ,442,14.0, ,122,11875.0,04-23-2020
Alaska ,335,9.0, ,130,11119.0,04-23-2020
Guam ,139,5.0, ,15,605.0,04-23-2020
Grand Princess Ship ,103,3.0, ,100,,04-23-2020
United States Virgin Islands ,54,3.0, ,3,688.0,04-23-2020
Northern Mariana Islands ,14,2.0, ,1,45.0,04-23-2020
Wuhan Repatriated ,3,, ,3,3.0,04-23-2020
New York ,276711,21283.0,422 ,225835,730656.0,04-24-2020
New Jersey ,100025,5428.0, ,93326,199686.0,04-24-2020
Massachusetts ,46023,2360.0, ,35545,195076.0,04-24-2020
California ,39682,1534.0,11 ,34811,482097.0,04-24-2020
Pennsylvania ,38652,1685.0, ,36317,186143.0,04-24-2020
Illinois ,36934,1688.0, ,34640,173316.0,04-24-2020
Michigan ,35291,2977.0, ,29042,132175.0,04-24-2020
Florida ,30174,1012.0,25 ,28476,318827.0,04-24-2020
Louisiana ,26140,1601.0,2 ,24489,142056.0,04-24-2020
Connecticut ,23100,1639.0, ,21396,71497.0,04-24-2020
Texas ,22806,593.0,17 ,14188,242547.0,04-24-2020
Georgia ,22147,892.0,11 ,21224,107176.0,04-24-2020
Maryland ,16616,798.0,50 ,14710,84716.0,04-24-2020
Ohio ,14694,656.0, ,13918,102325.0,04-24-2020
Indiana ,13680,741.0,35 ,12925,75553.0,04-24-2020
Washington ,12753,711.0, ,10260,153376.0,04-24-2020
Virginia ,11594,410.0,38 ,9512,69015.0,04-24-2020
Colorado ,11262,552.0, ,10151,52324.0,04-24-2020
Tennessee ,8266,170.0, ,3903,123100.0,04-24-2020
North Carolina ,8136,284.0,3 ,6550,100584.0,04-24-2020
Rhode Island ,6699,202.0,13 ,6155,47257.0,04-24-2020
Missouri ,6424,252.0,9 ,5625,64903.0,04-24-2020
Veteran Affairs ,6363,400.0,9 ,5963,78124.0,04-24-2020
US Military ,6213,26.0,1 ,4240,,04-24-2020
Alabama ,5832,201.0, ,5611,52641.0,04-24-2020
Arizona ,5769,249.0, ,5450,58697.0,04-24-2020
Mississippi ,5434,209.0,8 ,5225,55389.0,04-24-2020
Wisconsin ,5052,257.0, ,4601,56508.0,04-24-2020
South Carolina ,4917,150.0, ,2029,44463.0,04-24-2020
Iowa ,4445,107.0,11 ,2734,31973.0,04-24-2020
Nevada ,4208,189.0, ,2178,42709.0,04-24-2020
Utah ,3612,35.0, ,2689,80627.0,04-24-2020
District Of Columbia ,3528,153.0,14 ,2724,16533.0,04-24-2020
Kentucky ,3481,191.0, ,2168,42844.0,04-24-2020
Delaware ,3442,100.0,8 ,2639,17379.0,04-24-2020
Minnesota ,3185,221.0,21 ,1370,53787.0,04-24-2020
Oklahoma ,3017,179.0, ,954,47984.0,04-24-2020
Kansas ,2734,113.0,1 ,2118,20435.0,04-24-2020
Arkansas ,2606,45.0, ,1632,35443.0,04-24-2020
New Mexico ,2379,78.0, ,1728,46563.0,04-24-2020
Oregon ,2127,83.0, ,2044,43976.0,04-24-2020
Nebraska ,2124,47.0, ,2055,18701.0,04-24-2020
South Dakota ,1956,9.0, ,883,14065.0,04-24-2020
Idaho ,1836,54.0, ,960,19091.0,04-24-2020
New Hampshire ,1670,51.0, ,1069,16809.0,04-24-2020
Puerto Rico ,1416,69.0, ,956,11633.0,04-24-2020
Navajo Nation ,1360,52.0,3 ,1308,,04-24-2020
West Virginia ,981,31.0, ,725,29116.0,04-24-2020
Federal Prisons ,977,24.0, ,598,,04-24-2020
Maine ,965,47.0,3 ,419,17721.0,04-24-2020
Vermont ,827,44.0,1 ,783,14310.0,04-24-2020
North Dakota ,748,15.0, ,448,17449.0,04-24-2020
Hawaii ,596,12.0, ,129,26362.0,04-24-2020
Wyoming ,453,7.0, ,171,7623.0,04-24-2020
Montana ,444,14.0, ,105,12127.0,04-24-2020
Alaska ,337,9.0, ,119,11473.0,04-24-2020
Guam ,139,5.0, ,15,605.0,04-24-2020
Grand Princess Ship ,103,3.0, ,100,,04-24-2020
United States Virgin Islands ,54,3.0, ,1,731.0,04-24-2020
Northern Mariana Islands ,14,2.0, ,1,45.0,04-24-2020
New York ,287245,21728.0,437 ,234299,777568.0,04-25-2020
New Jersey ,105523,5863.0,246 ,98389,213125.0,04-25-2020
Massachusetts ,50969,2556.0, ,40295,215213.0,04-25-2020
California ,41382,1618.0,24 ,36427,494173.0,04-25-2020
Pennsylvania  ,40149,1736.0, ,37763,186143.0,04-25-2020
Illinois ,39658,1795.0, ,37257,189632.0,04-25-2020
Michigan ,36641,3085.0, ,30284,140130.0,04-25-2020
Florida ,30839,1055.0,9 ,29098,334974.0,04-25-2020
Louisiana ,26140,1660.0, ,9553,142056.0,04-25-2020
Connecticut ,23921,1764.0, ,22092,74038.0,04-25-2020
Texas ,23773,623.0,22 ,15125,262816.0,04-25-2020
Georgia ,22695,904.0,5 ,21760,119014.0,04-25-2020
Maryland ,17766,875.0,77 ,15726,89123.0,04-25-2020
Ohio ,15169,690.0, ,14359,107109.0,04-25-2020
Indiana ,14395,785.0,44 ,13596,79774.0,04-25-2020
Washington ,13176,723.0, ,10646,160324.0,04-25-2020
Virginia ,12366,436.0,26 ,10258,72178.0,04-25-2020
Colorado ,12256,674.0, ,11023,56789.0,04-25-2020
Tennessee ,8726,168.0, ,4188,131298.0,04-25-2020
North Carolina ,8719,304.0,11 ,7113,105265.0,04-25-2020
Rhode Island ,7129,215.0,13 ,6572,50891.0,04-25-2020
Missouri ,6766,272.0,5 ,5947,67017.0,04-25-2020
Veteran Affairs ,6528,400.0, ,6128,83372.0,04-25-2020
US Military ,6213,26.0, ,4240,,04-25-2020
Arizona ,6045,266.0, ,5709,60714.0,04-25-2020
Alabama ,6032,212.0,3 ,5800,52641.0,04-25-2020
Mississippi ,5718,221.0,12 ,5497,58957.0,04-25-2020
Wisconsin ,5356,262.0, ,2781,59929.0,04-25-2020
South Carolina ,5070,157.0, ,1212,46996.0,04-25-2020
Nevada ,4539,204.0,7 ,2494,45885.0,04-25-2020
Iowa ,4445,107.0, ,2734,31973.0,04-25-2020
Utah ,3782,39.0, ,2855,84697.0,04-25-2020
Kentucky ,3779,200.0, ,2457,44962.0,04-25-2020
District Of Columbia ,3699,165.0,12 ,2882,17302.0,04-25-2020
Delaware ,3576,112.0,12 ,2655,17698.0,04-25-2020
Minnesota ,3446,244.0,23 ,1548,56597.0,04-25-2020
Oklahoma ,3121,188.0, ,972,53012.0,04-25-2020
Kansas ,2966,119.0,1 ,2344,23588.0,04-25-2020
Arkansas ,2829,47.0, ,1818,38053.0,04-25-2020
New Mexico ,2521,84.0, ,1823,51510.0,04-25-2020
Nebraska ,2421,50.0, ,2349,20112.0,04-25-2020
Oregon ,2177,86.0, ,2091,45492.0,04-25-2020
South Dakota ,2040,10.0, ,840,14824.0,04-25-2020
Idaho ,1870,54.0, ,949,19361.0,04-25-2020
New Hampshire ,1720,53.0, ,1117,17727.0,04-25-2020
Navajo Nation ,1360,52.0, ,1308,,04-25-2020
Puerto Rico ,1307,83.0,6 ,833,11633.0,04-25-2020
West Virginia ,1010,32.0, ,753,32419.0,04-25-2020
Maine ,990,50.0,3 ,421,17721.0,04-25-2020
Federal Prisons ,977,24.0, ,598,,04-25-2020
Vermont ,843,46.0,2 ,797,14682.0,04-25-2020
North Dakota ,803,16.0,1 ,477,19350.0,04-25-2020
Hawaii ,601,13.0, ,125,28272.0,04-25-2020
Wyoming ,473,7.0, ,145,7623.0,04-25-2020
Montana ,445,14.0, ,92,12497.0,04-25-2020
Alaska ,339,9.0, ,121,11942.0,04-25-2020
Guam ,141,5.0, ,10,605.0,04-25-2020
Grand Princess Ship ,103,3.0, ,100,,04-25-2020
United States Virgin Islands ,54,3.0, ,1,731.0,04-25-2020
Northern Mariana Islands ,14,2.0, ,1,45.0,04-25-2020
New York ,293354,22275.0,367 ,239861,805350.0,04-26-2020
New Jersey ,109038,5938.0,75 ,101829,223062.0,04-26-2020
Massachusetts ,53348,2730.0, ,42500,226845.0,04-26-2020
California ,42688,1695.0,9 ,37656,494173.0,04-26-2020
Illinois ,41777,1874.0, ,39297,201617.0,04-26-2020
Pennsylvania ,41697,1804.0, ,39243,192235.0,04-26-2020
Michigan ,37203,3274.0, ,25587,144044.0,04-26-2020
Florida ,31528,1074.0,19 ,29768,346365.0,04-26-2020
Louisiana ,26773,1729.0,26 ,10117,142056.0,04-26-2020
Texas ,24631,648.0,7 ,13997,276021.0,04-26-2020
Connecticut ,24582,1862.0, ,22655,77602.0,04-26-2020
Georgia ,23401,912.0,5 ,22458,122604.0,04-26-2020
Maryland ,18581,910.0,35 ,16494,96665.0,04-26-2020
Ohio ,15587,711.0, ,14756,111379.0,04-26-2020
Indiana ,15012,813.0,28 ,14185,81708.0,04-26-2020
Washington ,13319,738.0, ,10774,170594.0,04-26-2020
Virginia ,12970,448.0,12 ,10707,76118.0,04-26-2020
Colorado ,12968,672.0, ,11737,59791.0,04-26-2020
Tennessee ,9189,178.0, ,4544,141406.0,04-26-2020
North Carolina ,8946,314.0,9 ,7330,107894.0,04-26-2020
Rhode Island ,7439,226.0,11 ,6871,53403.0,04-26-2020
Missouri ,6881,283.0, ,6051,67017.0,04-26-2020
Veteran Affairs ,6860,424.0,11 ,6436,83372.0,04-26-2020
Arizona ,6526,275.0,2 ,6181,64811.0,04-26-2020
Alabama ,6253,213.0, ,6020,71344.0,04-26-2020
US Military ,6213,26.0, ,4240,,04-26-2020
Mississippi ,5911,227.0,6 ,5684,60788.0,04-26-2020
Wisconsin ,5687,266.0, ,3108,62825.0,04-26-2020
Iowa ,5476,118.0,6 ,3754,31973.0,04-26-2020
South Carolina ,5253,166.0, ,1386,49014.0,04-26-2020
Nevada ,4539,206.0,2 ,2492,45885.0,04-26-2020
Delaware ,4034,120.0,8 ,3003,19249.0,04-26-2020
Utah ,3948,41.0, ,3019,90206.0,04-26-2020
Kentucky ,3905,205.0, ,2578,46558.0,04-26-2020
District Of Columbia ,3841,178.0,13 ,3006,18068.0,04-26-2020
Minnesota ,3602,272.0,28 ,1556,58987.0,04-26-2020
Oklahoma ,3253,195.0,1 ,919,53012.0,04-26-2020
Kansas ,3135,120.0, ,2512,25199.0,04-26-2020
Arkansas ,2938,48.0, ,1905,39327.0,04-26-2020
Nebraska ,2732,53.0, ,2657,21377.0,04-26-2020
New Mexico ,2660,93.0, ,1953,51510.0,04-26-2020
Oregon ,2253,87.0, ,2166,47377.0,04-26-2020
South Dakota ,2212,11.0,1 ,1011,15596.0,04-26-2020
Idaho ,1887,56.0, ,964,19361.0,04-26-2020
New Hampshire ,1787,60.0, ,1177,17727.0,04-26-2020
Navajo Nation ,1540,58.0, ,1482,,04-26-2020
Puerto Rico ,1371,84.0,1 ,896,11633.0,04-26-2020
Federal Prisons ,1047,26.0, ,514,,04-26-2020
West Virginia ,1044,34.0,1 ,785,39063.0,04-26-2020
Maine ,1015,50.0, ,433,17721.0,04-26-2020
North Dakota ,867,17.0,1 ,524,20447.0,04-26-2020
Vermont ,851,46.0, ,805,14797.0,04-26-2020
Hawaii ,604,14.0, ,108,28272.0,04-26-2020
Wyoming ,491,7.0, ,163,7623.0,04-26-2020
Montana ,448,14.0, ,95,12862.0,04-26-2020
Alaska ,339,9.0, ,113,15732.0,04-26-2020
Guam ,141,5.0, ,10,605.0,04-26-2020
Grand Princess Ship ,103,3.0, ,100,,04-26-2020
United States Virgin Islands ,57,4.0,1 ,2,776.0,04-26-2020
Northern Mariana Islands ,14,2.0, ,1,45.0,04-26-2020
New York ,293991,22275.0, ,240498,805350.0,04-27-2020
New Jersey ,109038,5938.0, ,101829,223062.0,04-27-2020
Massachusetts ,54938,2899.0, ,43921,236100.0,04-27-2020
Illinois ,43903,1933.0, ,41364,214952.0,04-27-2020
California ,43703,1720.0,2 ,38646,526084.0,04-27-2020
Pennsylvania ,42708,1823.0, ,40193,198593.0,04-27-2020
Michigan ,37778,3315.0, ,26121,156010.0,04-27-2020
Florida ,32138,1088.0,14 ,30364,358127.0,04-27-2020
Louisiana ,26773,1729.0, ,10117,142056.0,04-27-2020
Connecticut ,25269,1924.0, ,23280,79811.0,04-27-2020
Texas ,24981,654.0, ,14341,276021.0,04-27-2020
Georgia ,23481,916.0, ,22534,122604.0,04-27-2020
Maryland ,19487,945.0,35 ,17279,104976.0,04-27-2020
Ohio ,15963,728.0, ,15115,115783.0,04-27-2020
Indiana ,15012,813.0, ,14185,81708.0,04-27-2020
Virginia ,13535,458.0,10 ,11262,80180.0,04-27-2020
Washington ,13521,749.0, ,10965,175477.0,04-27-2020
Colorado ,13441,680.0, ,12202,63274.0,04-27-2020
Tennessee ,9667,181.0, ,4959,147474.0,04-27-2020
North Carolina ,9142,325.0, ,7515,109920.0,04-27-2020
Rhode Island ,7439,226.0, ,6871,53403.0,04-27-2020
Missouri ,7029,283.0, ,6199,67017.0,04-27-2020
Veteran Affairs  ,6922,435.0,11 ,6487,83372.0,04-27-2020
Arizona ,6526,275.0, ,6181,64811.0,04-27-2020
Alabama ,6429,219.0, ,6190,73732.0,04-27-2020
US Military ,6213,26.0, ,4240,,04-27-2020
Mississippi ,6094,229.0,2 ,5865,60788.0,04-27-2020
Wisconsin ,5911,272.0, ,3326,65146.0,04-27-2020
South Carolina ,5490,174.0, ,1615,50761.0,04-27-2020
Iowa ,5476,118.0, ,3754,36090.0,04-27-2020
Nevada ,4602,206.0, ,2555,45885.0,04-27-2020
Utah ,4123,41.0, ,3194,95702.0,04-27-2020
Kentucky ,4074,208.0, ,2744,48474.0,04-27-2020
Delaware ,4034,120.0, ,3003,19249.0,04-27-2020
District Of Columbia ,3892,185.0,7 ,3048,18416.0,04-27-2020
Minnesota ,3602,272.0, ,1556,58987.0,04-27-2020
Kansas ,3296,122.0,2 ,2671,25199.0,04-27-2020
Oklahoma ,3253,195.0, ,919,53012.0,04-27-2020
Nebraska ,3028,56.0, ,2950,22525.0,04-27-2020
Arkansas ,3001,50.0, ,1964,39551.0,04-27-2020
New Mexico ,2726,99.0, ,1977,56615.0,04-27-2020
Oregon ,2311,91.0, ,2220,48964.0,04-27-2020
South Dakota ,2212,11.0, ,1011,15596.0,04-27-2020
Idaho ,1897,56.0, ,974,19361.0,04-27-2020
New Hampshire ,1864,60.0, ,1254,17727.0,04-27-2020
Navajo Nation ,1540,58.0, ,1482,,04-27-2020
Puerto Rico ,1389,84.0, ,914,13022.0,04-27-2020
Federal Prisons ,1118,27.0, ,582,,04-27-2020
West Virginia ,1063,36.0,2 ,802,39063.0,04-27-2020
Maine ,1015,50.0, ,433,17721.0,04-27-2020
North Dakota ,867,17.0, ,524,20447.0,04-27-2020
Vermont ,855,47.0,1 ,808,15073.0,04-27-2020
Hawaii ,606,14.0, ,104,29247.0,04-27-2020
Wyoming ,502,7.0, ,174,7623.0,04-27-2020
Montana ,448,14.0, ,95,12862.0,04-27-2020
Alaska ,341,9.0, ,115,16177.0,04-27-2020
Guam ,141,5.0, ,10,605.0,04-27-2020
Grand Princess Ship ,103,3.0, ,100,,04-27-2020
United States Virgin Islands ,57,4.0, ,2,776.0,04-27-2020
Northern Mariana Islands ,14,2.0, ,1,45.0,04-27-2020
New York ,298004,22623.0, ,229824,826095.0,04-28-2020
New Jersey ,113856,6442.0,398 ,106143,227390.0,04-28-2020
